
Country Name,Series Name,2000 [YR2000,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Montenegro,Prevalence of current tobacco use (% of adults),38.7,38.3,37.9,37.5,37.1,36.7,36.34,35.98,35.62,35.26,34.9,34.54,34.18,33.82,33.46,33.1,32.66666667,32.23333333,31.8,31.8
Morocco,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",1.01,1,0.99,0.98,0.97,0.96,0.948,0.936,0.924,0.912,0.9,0.86,0.82,0.78,0.74,0.7,0.696666667,0.693333333,0.69,0.69
Morocco,Prevalence of current tobacco use (% of adults),22.5,22.02,21.54,21.06,20.58,20.1,19.7,19.3,18.9,18.5,18.1,17.72,17.34,16.96,16.58,16.2,15.76666667,15.33333333,14.9,14.9
Mozambique,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",2.33,2.124,1.918,1.712,1.506,1.3,1.366,1.432,1.498,1.564,1.63,1.742,1.854,1.966,2.078,2.19,2.226666667,2.263333333,2.3,2.3
Mozambique,Prevalence of current tobacco use (% of adults),29.4,28.42,27.44,26.46,25.48,24.5,23.7,22.9,22.1,21.3,20.5,19.8,19.1,18.4,17.7,17,16.26666667,15.53333333,14.8,14.8
Myanmar,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0.38,0.634,0.888,1.142,1.396,1.65,1.9,2.15,2.4,2.65,2.9,3.202,3.504,3.806,4.108,4.41,4.646666667,4.883333333,5.12,5.12
Myanmar,Prevalence of current tobacco use (% of adults),66.9,65.64,64.38,63.12,61.86,60.6,59.4,58.2,57,55.8,54.6,53.44,52.28,51.12,49.96,48.8,47.56666667,46.33333333,45.1,45.1
Namibia,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",3.26,3.148,3.036,2.924,2.812,2.7,2.558,2.416,2.274,2.132,1.99,2.638,3.286,3.934,4.582,5.23,5.296666667,5.363333333,5.43,5.43
Namibia,Prevalence of current tobacco use (% of adults),25.6,24.94,24.28,23.62,22.96,22.3,21.74,21.18,20.62,20.06,19.5,19.02,18.54,18.06,17.58,17.1,16.56666667,16.03333333,15.5,15.5
Nepal,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",1.12,1.286,1.452,1.618,1.784,1.95,1.948,1.946,1.944,1.942,1.94,1.962,1.984,2.006,2.028,2.05,2.05,2.05,2.05,2.05
Nepal,Prevalence of current tobacco use (% of adults),64.5,62.3,60.1,57.9,55.7,53.5,51.52,49.54,47.56,45.58,43.6,42.08,40.56,39.04,37.52,36,34.5,33,31.5,31.5
Netherlands,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",11.08,11.006,10.932,10.858,10.784,10.71,10.61,10.51,10.41,10.31,10.21,10.078,9.946,9.814,9.682,9.55,9.57,9.59,9.61,9.61
Netherlands,Prevalence of current tobacco use (% of adults),34.3,33.56,32.82,32.08,31.34,30.6,29.98,29.36,28.74,28.12,27.5,26.92,26.34,25.76,25.18,24.6,23.93333333,23.26666667,22.6,22.6
New Zealand,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",10.42,10.52,10.62,10.72,10.82,10.92,11,11.08,11.16,11.24,11.32,11.144,10.968,10.792,10.616,10.44,10.50333333,10.56666667,10.63,10.63
New Zealand,Prevalence of current tobacco use (% of adults),29.6,28.54,27.48,26.42,25.36,24.3,23.46,22.62,21.78,20.94,20.1,19.38,18.66,17.94,17.22,16.5,15.73333333,14.96666667,14.2,14.2
Nicaragua,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",5.05,5.1,5.15,5.2,5.25,5.3,5.198,5.096,4.994,4.892,4.79,4.838,4.886,4.934,4.982,5.03,5.08,5.13,5.18,5.18
Niger,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0.23,0.234,0.238,0.242,0.246,0.25,0.262,0.274,0.286,0.298,0.31,0.358,0.406,0.454,0.502,0.55,0.59,0.63,0.67,0.67
Niger,Prevalence of current tobacco use (% of adults),9.7,9.56,9.42,9.28,9.14,9,8.88,8.76,8.64,8.52,8.4,8.3,8.2,8.1,8,7.9,7.8,7.7,7.6,7.6
Nigeria,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",12.5,12.502,12.504,12.506,12.508,12.51,12.352,12.194,12.036,11.878,11.72,11.538,11.356,11.174,10.992,10.81,10.82,10.83,10.84,10.84
Nigeria,Prevalence of current tobacco use (% of adults),9.3,8.92,8.54,8.16,7.78,7.4,7.1,6.8,6.5,6.2,5.9,5.66,5.42,5.18,4.94,4.7,4.433333333,4.166666667,3.9,3.9
North Macedonia,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",7.31,7.254,7.198,7.142,7.086,7.03,6.81,6.59,6.37,6.15,5.93,5.93,5.93,5.93,5.93,5.93,6.006666667,6.083333333,6.16,6.16
Norway,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",7.95,8.134,8.318,8.502,8.686,8.87,8.884,8.898,8.912,8.926,8.94,8.656,8.372,8.088,7.804,7.52,7.483333333,7.446666667,7.41,7.41
Norway,Prevalence of current tobacco use (% of adults),44,42.06,40.12,38.18,36.24,34.3,32.78,31.26,29.74,28.22,26.7,25.5,24.3,23.1,21.9,20.7,19.5,18.3,17.1,17.1
Oman,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",6.56,5.56,4.56,3.56,2.56,1.56,1.394,1.228,1.062,0.896,0.73,0.738,0.746,0.754,0.762,0.77,0.773333333,0.776666667,0.78,0.78
Oman,Prevalence of current tobacco use (% of adults),7.6,7.62,7.64,7.66,7.68,7.7,7.7,7.7,7.7,7.7,7.7,7.72,7.74,7.76,7.78,7.8,7.833333333,7.866666667,7.9,7.9
Pakistan,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0.085,0.1,0.115,0.13,0.145,0.16,0.166,0.172,0.178,0.184,0.19,0.21,0.23,0.25,0.27,0.29,0.306666667,0.323333333,0.34,0.34
Pakistan,Prevalence of current tobacco use (% of adults),37.5,36.38,35.26,34.14,33.02,31.9,31,30.1,29.2,28.3,27.4,26.64,25.88,25.12,24.36,23.6,22.66666667,21.73333333,20.8,20.8
Panama,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",5.48,5.482,5.484,5.486,5.488,5.49,5.76,6.03,6.3,6.57,6.84,7.014,7.188,7.362,7.536,7.71,7.8,7.89,7.98,7.98
Panama,Prevalence of current tobacco use (% of adults),13.4,12.82,12.24,11.66,11.08,10.5,10.04,9.58,9.12,8.66,8.2,7.84,7.48,7.12,6.76,6.4,6.033333333,5.666666667,5.3,5.3
Papua New Guinea,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",1.79,1.752,1.714,1.676,1.638,1.6,1.614,1.628,1.642,1.656,1.67,1.614,1.558,1.502,1.446,1.39,1.39,1.39,1.39,1.39
Papua New Guinea,Prevalence of current tobacco use (% of adults),54.1,53.22,52.34,51.46,50.58,49.7,48.94,48.18,47.42,46.66,45.9,45.22,44.54,43.86,43.18,42.5,41.63333333,40.76666667,39.9,39.9
Paraguay,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",6.38,6.436,6.492,6.548,6.604,6.66,6.844,7.028,7.212,7.396,7.58,7.516,7.452,7.388,7.324,7.26,7.366666667,7.473333333,7.58,7.58
Paraguay,Prevalence of current tobacco use (% of adults),29.1,27.88,26.66,25.44,24.22,23,22.04,21.08,20.12,19.16,18.2,17.46,16.72,15.98,15.24,14.5,13.7,12.9,12.1,12.1
Peru,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",6.54,6.63,6.72,6.81,6.9,6.99,7.13,7.27,7.41,7.55,7.69,7.478,7.266,7.054,6.842,6.63,6.546666667,6.463333333,6.38,6.38
Peru,Prevalence of current tobacco use (% of adults),32.9,30.94,28.98,27.02,25.06,23.1,21.74,20.38,19.02,17.66,16.3,15.34,14.38,13.42,12.46,11.5,10.56666667,9.633333333,8.7,8.7
Philippines,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",6.06,5.982,5.904,5.826,5.748,5.67,5.932,6.194,6.456,6.718,6.98,6.924,6.868,6.812,6.756,6.7,6.753333333,6.806666667,6.86,6.86
Philippines,Prevalence of current tobacco use (% of adults),34.9,34.24,33.58,32.92,32.26,31.6,30.94,30.28,29.62,28.96,28.3,27.72,27.14,26.56,25.98,25.4,24.73333333,24.06666667,23.4,23.4
Poland,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",9.17,9.456,9.742,10.028,10.314,10.6,10.722,10.844,10.966,11.088,11.21,11.294,11.378,11.462,11.546,11.63,11.65666667,11.68333333,11.71,11.71
Poland,Prevalence of current tobacco use (% of adults),39.6,38.68,37.76,36.84,35.92,35,34.16,33.32,32.48,31.64,30.8,30.08,29.36,28.64,27.92,27.2,26.36666667,25.53333333,24.7,24.7
Portugal,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",14.08,13.938,13.796,13.654,13.512,13.37,13.198,13.026,12.854,12.682,12.51,12.384,12.258,12.132,12.006,11.88,11.93,11.98,12.03,12.03
Portugal,Prevalence of current tobacco use (% of adults),25.7,25.62,25.54,25.46,25.38,25.3,25.3,25.3,25.3,25.3,25.3,25.28,25.26,25.24,25.22,25.2,25.23333333,25.26666667,25.3,25.3
Qatar,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",1.15,1.254,1.358,1.462,1.566,1.67,1.674,1.678,1.682,1.686,1.69,1.676,1.662,1.648,1.634,1.62,1.61,1.6,1.59,1.59
Qatar,Prevalence of current tobacco use (% of adults),13.5,13.4,13.3,13.2,13.1,13,12.92,12.84,12.76,12.68,12.6,12.52,12.44,12.36,12.28,12.2,12.13333333,12.06666667,12,12
Romania,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",17.45,17.128,16.806,16.484,16.162,15.84,15.466,15.092,14.718,14.344,13.97,13.504,13.038,12.572,12.106,11.64,11.67333333,11.70666667,11.74,11.74
Romania,Prevalence of current tobacco use (% of adults),35,34.64,34.28,33.92,33.56,33.2,32.84,32.48,32.12,31.76,31.4,31.06,30.72,30.38,30.04,29.7,29.26666667,28.83333333,28.4,28.4
Russian Federation,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",15.73,16.056,16.382,16.708,17.034,17.36,17.062,16.764,16.466,16.168,15.87,15.19,14.51,13.83,13.15,12.47,12.04333333,11.61666667,11.19,11.19
Russian Federation,Prevalence of current tobacco use (% of adults),33.3,32.9,32.5,32.1,31.7,31.3,31,30.7,30.4,30.1,29.8,29.5,29.2,28.9,28.6,28.3,27.9,27.5,27.1,27.1
Rwanda,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",13.73,13.584,13.438,13.292,13.146,13,12.454,11.908,11.362,10.816,10.27,10.068,9.866,9.664,9.462,9.26,9.156666667,9.053333333,8.95,8.95
Rwanda,Prevalence of current tobacco use (% of adults),24.8,24.1,23.4,22.7,22,21.3,20.74,20.18,19.62,19.06,18.5,17.98,17.46,16.94,16.42,15.9,15.3,14.7,14.1,14.1
Samoa,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",3.79,3.872,3.954,4.036,4.118,4.2,3.954,3.708,3.462,3.216,2.97,2.894,2.818,2.742,2.666,2.59,2.613333333,2.636666667,2.66,2.66
Samoa,Prevalence of current tobacco use (% of adults),39,38.2,37.4,36.6,35.8,35,34.28,33.56,32.84,32.12,31.4,30.74,30.08,29.42,28.76,28.1,27.36666667,26.63333333,25.9,25.9
Sao Tome and Principe,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",8.2,8.304,8.408,8.512,8.616,8.72,8.644,8.568,8.492,8.416,8.34,8.11,7.88,7.65,7.42,7.19,6.753333333,6.316666667,5.88,5.88
Sao Tome and Principe,Prevalence of current tobacco use (% of adults),7.8,7.68,7.56,7.44,7.32,7.2,7.08,6.96,6.84,6.72,6.6,6.52,6.44,6.36,6.28,6.2,6.066666667,5.933333333,5.8,5.8
Saudi Arabia,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0.18,0.178,0.176,0.174,0.172,0.17,0.17,0.17,0.17,0.17,0.17,0.176,0.182,0.188,0.194,0.2,0.196666667,0.193333333,0.19,0.19
Saudi Arabia,Prevalence of current tobacco use (% of adults),14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2
Senegal,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0.96,0.938,0.916,0.894,0.872,0.85,0.8,0.75,0.7,0.65,0.6,0.626,0.652,0.678,0.704,0.73,0.74,0.75,0.76,0.76
Senegal,Prevalence of current tobacco use (% of adults),14.3,13.82,13.34,12.86,12.38,11.9,11.5,11.1,10.7,10.3,9.9,9.58,9.26,8.94,8.62,8.3,7.9,7.5,7.1,7.1
Serbia,Prevalence of current tobacco use (% of adults),45.1,44.82,44.54,44.26,43.98,43.7,43.42,43.14,42.86,42.58,42.3,42.02,41.74,41.46,41.18,40.9,40.63333333,40.36666667,40.1,40.1
Sierra Leone,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",5.8,5.754,5.708,5.662,5.616,5.57,5.622,5.674,5.726,5.778,5.83,5.79,5.75,5.71,5.67,5.63,5.653333333,5.676666667,5.7,5.7
Sierra Leone,Prevalence of current tobacco use (% of adults),43.7,41.48,39.26,37.04,34.82,32.6,30.94,29.28,27.62,25.96,24.3,23.06,21.82,20.58,19.34,18.1,16.83333333,15.56666667,14.3,14.3
Singapore,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",2.49,2.348,2.206,2.064,1.922,1.78,1.862,1.944,2.026,2.108,2.19,2.166,2.142,2.118,2.094,2.07,2.056666667,2.043333333,2.03,2.03
Singapore,Prevalence of current tobacco use (% of adults),16.4,16.42,16.44,16.46,16.48,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.53333333,16.56666667,16.6,16.6
Slovak Republic,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",12.47,12.388,12.306,12.224,12.142,12.06,12.048,12.036,12.024,12.012,12,11.906,11.812,11.718,11.624,11.53,11.4,11.27,11.14,11.14
Slovak Republic,Prevalence of current tobacco use (% of adults),32,31.94,31.88,31.82,31.76,31.7,31.68,31.66,31.64,31.62,31.6,31.58,31.56,31.54,31.52,31.5,31.5,31.5,31.5,31.5
Slovenia,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",12.6,12.54,12.48,12.42,12.36,12.3,12.148,11.996,11.844,11.692,11.54,11.78,12.02,12.26,12.5,12.74,12.46,12.18,11.9,11.9
Slovenia,Prevalence of current tobacco use (% of adults),25.1,24.92,24.74,24.56,24.38,24.2,24.06,23.92,23.78,23.64,23.5,23.34,23.18,23.02,22.86,22.7,22.56666667,22.43333333,22.3,22.3
Solomon Islands,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",1.2,1.28,1.36,1.44,1.52,1.6,1.6,1.6,1.6,1.6,1.6,1.59,1.58,1.57,1.56,1.55,1.643333333,1.736666667,1.83,1.83
Solomon Islands,Prevalence of current tobacco use (% of adults),43.5,43.06,42.62,42.18,41.74,41.3,40.96,40.62,40.28,39.94,39.6,39.26,38.92,38.58,38.24,37.9,37.53333333,37.16666667,36.8,36.8
Somalia,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0,0.0136,0.0272,0.0408,0.0544,0.068,0.1104,0.1528,0.1952,0.2376,0.28,0.2266,0.1732,0.1198,0.0664,0.013,0.011666667,0.010333333,0.009,0.009
South Africa,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",10.02,9.932,9.844,9.756,9.668,9.58,9.672,9.764,9.856,9.948,10.04,9.954,9.868,9.782,9.696,9.61,9.58,9.55,9.52,9.52
South Africa,Prevalence of current tobacco use (% of adults),23.5,23.3,23.1,22.9,22.7,22.5,22.32,22.14,21.96,21.78,21.6,21.48,21.36,21.24,21.12,21,20.8,20.6,20.4,20.4
Spain,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",12.43,12.51,12.59,12.67,12.75,12.83,12.27,11.71,11.15,10.59,10.03,10.288,10.546,10.804,11.062,11.32,11.78666667,12.25333333,12.72,12.72
Spain,Prevalence of current tobacco use (% of adults),36.8,36.3,35.8,35.3,34.8,34.3,33.82,33.34,32.86,32.38,31.9,31.46,31.02,30.58,30.14,29.7,29.16666667,28.63333333,28.1,28.1
Sri Lanka,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",2.22,2.294,2.368,2.442,2.516,2.59,2.856,3.122,3.388,3.654,3.92,3.956,3.992,4.028,4.064,4.1,4.1,4.1,4.1,4.1
Sri Lanka,Prevalence of current tobacco use (% of adults),28.5,28.1,27.7,27.3,26.9,26.5,26.16,25.82,25.48,25.14,24.8,24.5,24.2,23.9,23.6,23.3,22.96666667,22.63333333,22.3,22.3
St. Kitts and Nevis,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",9.51,9.914,10.318,10.722,11.126,11.53,11.114,10.698,10.282,9.866,9.45,9.336,9.222,9.108,8.994,8.88,8.9,8.92,8.94,8.94
St. Lucia,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",11.8,11.764,11.728,11.692,11.656,11.62,11.234,10.848,10.462,10.076,9.69,9.744,9.798,9.852,9.906,9.96,10.17333333,10.38666667,10.6,10.6
St. Vincent and the Grenadines,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",5.01,5.206,5.402,5.598,5.794,5.99,6.198,6.406,6.614,6.822,7.03,7.316,7.602,7.888,8.174,8.46,8.66,8.86,9.06,9.06
Suriname,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",5.29,5.314,5.338,5.362,5.386,5.41,5.572,5.734,5.896,6.058,6.22,6.138,6.056,5.974,5.892,5.81,5.65,5.49,5.33,5.33
Sweden,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",8.53,8.552,8.574,8.596,8.618,8.64,8.81,8.98,9.15,9.32,9.49,9.418,9.346,9.274,9.202,9.13,9.063333333,8.996666667,8.93,8.93
Sweden,Prevalence of current tobacco use (% of adults),43.8,42.56,41.32,40.08,38.84,37.6,36.54,35.48,34.42,33.36,32.3,31.42,30.54,29.66,28.78,27.9,26.86666667,25.83333333,24.8,24.8
Switzerland,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",12.49,12.32,12.15,11.98,11.81,11.64,11.594,11.548,11.502,11.456,11.41,11.444,11.478,11.512,11.546,11.58,11.56333333,11.54666667,11.53,11.53
Switzerland,Prevalence of current tobacco use (% of adults),28.3,28.18,28.06,27.94,27.82,27.7,27.54,27.38,27.22,27.06,26.9,26.76,26.62,26.48,26.34,26.2,26.03333333,25.86666667,25.7,25.7
Syrian Arab Republic,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",1.15,1.104,1.058,1.012,0.966,0.92,0.912,0.904,0.896,0.888,0.88,0.76,0.64,0.52,0.4,0.28,0.266666667,0.253333333,0.24,0.24
Tajikistan,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",2.97,2.878,2.786,2.694,2.602,2.51,2.488,2.466,2.444,2.422,2.4,2.542,2.684,2.826,2.968,3.11,3.166666667,3.223333333,3.28,3.28
Tanzania,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",8.63,8.646,8.662,8.678,8.694,8.71,8.916,9.122,9.328,9.534,9.74,10.002,10.264,10.526,10.788,11.05,11.12333333,11.19666667,11.27,11.27
Tanzania,Prevalence of current tobacco use (% of adults),27.8,26.38,24.96,23.54,22.12,20.7,19.66,18.62,17.58,16.54,15.5,14.72,13.94,13.16,12.38,11.6,10.8,10,9.2,9.2
Thailand,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",6.49,6.554,6.618,6.682,6.746,6.81,6.99,7.17,7.35,7.53,7.71,7.84,7.97,8.1,8.23,8.36,8.34,8.32,8.3,8.3
Thailand,Prevalence of current tobacco use (% of adults),31.7,31.12,30.54,29.96,29.38,28.8,28.3,27.8,27.3,26.8,26.3,25.86,25.42,24.98,24.54,24.1,23.56666667,23.03333333,22.5,22.5
Timor-Leste,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",1.53,1.39,1.25,1.11,0.97,0.83,0.804,0.778,0.752,0.726,0.7,0.962,1.224,1.486,1.748,2.01,2.063333333,2.116666667,2.17,2.17
Timor-Leste,Prevalence of current tobacco use (% of adults),53.5,52.7,51.9,51.1,50.3,49.5,48.8,48.1,47.4,46.7,46,45.3,44.6,43.9,43.2,42.5,41.6,40.7,39.8,39.8
Togo,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",1.79,2.084,2.378,2.672,2.966,3.26,3.03,2.8,2.57,2.34,2.11,2.162,2.214,2.266,2.318,2.37,2.4,2.43,2.46,2.46
Togo,Prevalence of current tobacco use (% of adults),14.4,13.9,13.4,12.9,12.4,11.9,11.48,11.06,10.64,10.22,9.8,9.48,9.16,8.84,8.52,8.2,7.833333333,7.466666667,7.1,7.1
Tonga,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",1.7,1.824,1.948,2.072,2.196,2.32,2.134,1.948,1.762,1.576,1.39,1.248,1.106,0.964,0.822,0.68,0.72,0.76,0.8,0.8
Tonga,Prevalence of current tobacco use (% of adults),33.5,33.36,33.22,33.08,32.94,32.8,32.66,32.52,32.38,32.24,32.1,32,31.9,31.8,31.7,31.6,31.43333333,31.26666667,31.1,31.1
Trinidad and Tobago,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",5.27,5.45,5.63,5.81,5.99,6.17,6.178,6.186,6.194,6.202,6.21,6.344,6.478,6.612,6.746,6.88,6.826666667,6.773333333,6.72,6.72
Tunisia,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",1.36,1.38,1.4,1.42,1.44,1.46,1.448,1.436,1.424,1.412,1.4,1.518,1.636,1.754,1.872,1.99,2.033333333,2.076666667,2.12,2.12
Tunisia,Prevalence of current tobacco use (% of adults),34.3,33.76,33.22,32.68,32.14,31.6,31.08,30.56,30.04,29.52,29,28.52,28.04,27.56,27.08,26.6,26.06666667,25.53333333,25,25
Turkiye,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",2.41,2.352,2.294,2.236,2.178,2.12,2.16,2.2,2.24,2.28,2.32,2.28,2.24,2.2,2.16,2.12,2.096666667,2.073333333,2.05,2.05
Turkiye,Prevalence of current tobacco use (% of adults),32.9,32.76,32.62,32.48,32.34,32.2,32.1,32,31.9,31.8,31.7,31.58,31.46,31.34,31.22,31.1,31.03333333,30.96666667,30.9,30.9
Turkmenistan,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",4.82,4.832,4.844,4.856,4.868,4.88,4.868,4.856,4.844,4.832,4.82,4.916,5.012,5.108,5.204,5.3,5.176666667,5.053333333,4.93,4.93
Turkmenistan,Prevalence of current tobacco use (% of adults),12,11.58,11.16,10.74,10.32,9.9,9.56,9.22,8.88,8.54,8.2,7.9,7.6,7.3,7,6.7,6.4,6.1,5.8,5.8
Uganda,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",13.61,13.472,13.334,13.196,13.058,12.92,13.036,13.152,13.268,13.384,13.5,13.828,14.156,14.484,14.812,15.14,15.12333333,15.10666667,15.09,15.09
Uganda,Prevalence of current tobacco use (% of adults),24.7,23.52,22.34,21.16,19.98,18.8,17.9,17,16.1,15.2,14.3,13.62,12.94,12.26,11.58,10.9,10.23333333,9.566666667,8.9,8.9
Ukraine,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",12.46,12.37,12.28,12.19,12.1,12.01,12.322,12.634,12.946,13.258,13.57,12.888,12.206,11.524,10.842,10.16,9.546666667,8.933333333,8.32,8.32
Ukraine,Prevalence of current tobacco use (% of adults),37.7,37.02,36.34,35.66,34.98,34.3,33.66,33.02,32.38,31.74,31.1,30.56,30.02,29.48,28.94,28.4,27.66666667,26.93333333,26.2,26.2
United Arab Emirates,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",2.58,2.792,3.004,3.216,3.428,3.64,3.542,3.444,3.346,3.248,3.15,3.278,3.406,3.534,3.662,3.79,3.826666667,3.863333333,3.9,3.9
United Kingdom,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",13.73,13.762,13.794,13.826,13.858,13.89,13.524,13.158,12.792,12.426,12.06,11.89,11.72,11.55,11.38,11.21,11.29,11.37,11.45,11.45
United Kingdom,Prevalence of current tobacco use (% of adults),37.9,36.34,34.78,33.22,31.66,30.1,28.9,27.7,26.5,25.3,24.1,23.14,22.18,21.22,20.26,19.3,18.23333333,17.16666667,16.1,16.1
United States,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",9.19,9.25,9.31,9.37,9.43,9.49,9.464,9.438,9.412,9.386,9.36,9.452,9.544,9.636,9.728,9.82,9.836666667,9.853333333,9.87,9.87
United States,Prevalence of current tobacco use (% of adults),33.8,33.16,32.52,31.88,31.24,30.6,30.08,29.56,29.04,28.52,28,27.46,26.92,26.38,25.84,25.3,24.66666667,24.03333333,23.4,23.4
Uruguay,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",8.09,7.964,7.838,7.712,7.586,7.46,7.388,7.316,7.244,7.172,7.1,7.078,7.056,7.034,7.012,6.99,6.966666667,6.943333333,6.92,6.92
Uruguay,Prevalence of current tobacco use (% of adults),35.3,34.48,33.66,32.84,32.02,31.2,30.46,29.72,28.98,28.24,27.5,26.86,26.22,25.58,24.94,24.3,23.53333333,22.76666667,22,22
Uzbekistan,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",5.68,5.374,5.068,4.762,4.456,4.15,3.922,3.694,3.466,3.238,3.01,2.926,2.842,2.758,2.674,2.59,2.59,2.59,2.59,2.59
Uzbekistan,Prevalence of current tobacco use (% of adults),24.9,24.46,24.02,23.58,23.14,22.7,22.34,21.98,21.62,21.26,20.9,20.54,20.18,19.82,19.46,19.1,18.66666667,18.23333333,17.8,17.8
Vanuatu,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",1.17,1.176,1.182,1.188,1.194,1.2,1.3,1.4,1.5,1.6,1.7,1.788,1.876,1.964,2.052,2.14,2.176666667,2.213333333,2.25,2.25
Vanuatu,Prevalence of current tobacco use (% of adults),25.6,25.14,24.68,24.22,23.76,23.3,22.9,22.5,22.1,21.7,21.3,20.92,20.54,20.16,19.78,19.4,19,18.6,18.2,18.2
